0,408.99,348.9,3.54,0.03,2.25,4.05,1.98,5.85,0
0,554.01,491.4,4.68,0.06,2.43,4.83,2.43,14.7,0
0,486.33,431.55,4.11,0,2.13,4.2,2.13,23.67,0
0,536.04,475.65,4.53,0.03,2.34,4.62,2.37,32.7,0
0,1590.81,1414.35,13.47,0,6.81,13.56,6.81,41.64,0
0,1537.59,1367.1,13.02,0,6.57,13.08,6.6,50.64,0
0,1782.21,1584.45,15.09,0,7.65,15.18,7.65,59.64,0
0,1725.33,1534.05,14.61,0,7.38,14.7,7.38,68.64,0
0,1828.11,1625.4,15.48,0,7.83,15.57,7.83,77.64,0
0,1799.79,1600.2,15.24,0,7.71,15.33,7.71,86.64,0
0,1785.63,1587.6,15.12,0,7.65,15.21,7.65,95.64,0
0,1771.47,1575,15,0,7.59,15.09,7.59,104.64,0
0,1827.87,1625.4,15.48,0,7.8,15.54,7.83,113.61,0
0,1796.85,1597.05,15.21,0,7.77,15.36,7.71,122.61,0
0,1782.03,1584.45,15.09,0.06,7.59,15.21,7.62,131.58,0
0,1778.55,1581.3,15.06,0,7.62,15.15,7.62,140.58,0
0,1814.25,1612.8,15.36,0.06,7.77,15.51,7.77,149.55,0
0,1835.19,1631.7,15.54,0,7.86,15.63,7.86,158.55,0
0,1813.95,1612.8,15.36,0,7.77,15.45,7.77,167.55,0
0,1817.85,1615.95,15.39,0,7.83,15.51,7.8,176.55,0
0,1696.77,1508.85,14.37,0,7.23,14.43,7.26,185.55,0
0,1651.11,1467.9,13.98,0,7.08,14.07,7.08,194.52,0
0,1714.83,1524.6,14.52,0,7.35,14.61,7.35,203.52,0
0,1799.79,1600.2,15.24,0,7.71,15.33,7.71,212.52,0
0,1750.23,1556.1,14.82,0,7.5,14.91,7.5,221.55,0
0,1761.21,1565.55,14.91,0,7.59,15.03,7.56,230.49,0
0,1799.79,1600.2,15.24,0,7.71,15.33,7.71,239.52,0
0,1778.07,1581.3,15.06,0,7.56,15.09,7.62,248.49,0
0,1813.29,1612.11,15.33,0.06,7.77,15.51,7.74,257.46,0
0,1788.15,1590.12,15.12,0,7.65,15.21,7.65,266.46,0
0,1781.07,1583.82,15.06,0,7.62,15.15,7.62,275.46,0
0,1823.61,1621.68,15.42,0,7.8,15.51,7.8,284.43,0
0,1830.45,1627.98,15.48,0,7.8,15.54,7.83,293.43,0
0,1799.13,1599.57,15.21,0,7.74,15.33,7.71,302.46,0
0,1851.99,1646.94,15.66,0,7.92,15.75,7.92,311.46,0
0,1862.43,1656.33,15.75,0,7.95,15.84,7.95,320.43,0
0,1844.91,1640.64,15.6,0,7.89,15.69,7.89,329.46,0
0,1859.01,1653.18,15.72,0,7.95,15.81,7.95,338.43,0
0,1781.07,1583.82,15.06,0,7.62,15.15,7.62,347.43,0
0,1745.4,1552.05,14.76,0,7.47,14.85,7.47,356.43,0
0,1801.98,1602.39,15.24,0,7.71,15.33,7.71,365.4,0
0,1759.17,1564.5,14.88,0,7.5,14.94,7.53,374.43,0
0,1756.29,1561.41,14.85,0,7.56,14.97,7.53,383.37,0
0,1731.03,1539.24,14.64,0,7.41,14.73,7.41,392.37,0
0,1876.29,1668.63,15.87,0,8.01,15.96,8.01,401.34,0
0,1851.9,1646.55,15.66,0.06,7.92,15.81,7.92,410.37,0
0,1848.18,1643.4,15.63,0,7.92,15.72,7.92,419.34,0
0,1837.17,1633.68,15.54,0,7.86,15.63,7.86,428.34,0
0,1816.11,1614.72,15.36,0,7.8,15.48,7.77,437.34,0
0,1893.57,1684.08,16.02,0,8.07,16.08,8.1,446.34,0
0,1858.41,1652.58,15.72,0,7.95,15.81,7.95,455.34,0
0,1833.45,1630.47,15.51,0,7.83,15.6,7.83,464.34,0
0,1862.07,1655.73,15.75,0,7.98,15.84,7.98,473.31,0
0,1840.53,1636.77,15.57,0,7.86,15.66,7.86,482.31,0
0,1844.01,1639.98,15.6,0,7.86,15.66,7.89,491.31,0
0,1801.92,1602.09,15.24,0,7.74,15.36,7.71,500.34,0
0,1805.34,1605.24,15.27,0,7.74,15.36,7.74,509.28,0
0,1794.63,1595.82,15.18,0,7.68,15.27,7.68,518.28,0
0,1861.83,1655.73,15.75,0,7.95,15.84,7.95,527.28,0
0,1809.09,1608.42,15.3,0.06,7.74,15.45,7.74,536.28,0
0,1836.87,1633.62,15.54,0,7.83,15.6,7.86,545.19,0
0,1801.95,1602.12,15.24,0,7.74,15.36,7.71,554.28,0
0,1858.38,1652.55,15.72,0,7.95,15.81,7.95,563.28,0
0,1822.98,1621.05,15.42,0,7.8,15.51,7.8,572.28,0
0,1851.27,1646.22,15.66,0,7.92,15.75,7.92,581.28,0
0,1826.85,1624.17,15.45,0,7.86,15.57,7.83,590.25,0
0,1854.51,1649.43,15.69,0,7.89,15.75,7.92,599.25,0
0,1808.55,1608.42,15.3,0,7.71,15.36,7.74,608.25,0
0,1858.41,1652.58,15.72,0,7.95,15.81,7.95,617.25,0
0,1851.27,1646.22,15.66,0,7.92,15.75,7.92,626.28,0
0,1805.85,1605.27,15.27,0,7.8,15.42,7.74,635.25,0
0,1811.97,1611.57,15.33,0,7.71,15.39,7.74,644.25,0
0,1879.95,1671.48,15.9,0.06,8.04,16.05,8.04,653.25,0
0,1766.25,1570.56,14.94,0,7.56,15.03,7.56,662.25,0
0,1812.75,1611.57,15.33,0.06,7.77,15.48,7.77,671.25,0
0,1790.97,1592.67,15.15,0,7.65,15.24,7.65,680.22,0
0,1822.95,1621.02,15.42,0,7.8,15.51,7.8,689.22,0
0,1801.71,1602.12,15.24,0,7.71,15.33,7.71,698.22,0
0,1769.91,1573.71,14.97,0,7.59,15.06,7.59,707.19,0
0,1790.94,1592.64,15.15,0,7.65,15.24,7.65,716.19,0
0,1822.98,1621.05,15.42,0,7.8,15.51,7.8,725.16,0
0,1841.01,1636.77,15.57,0,7.92,15.69,7.89,734.16,0
0,1840.32,1636.8,15.57,0,7.83,15.63,7.86,743.19,0
0,1844.22,1639.95,15.6,0,7.89,15.69,7.89,752.16,0
0,1844.22,1639.95,15.6,0,7.89,15.69,7.89,761.16,0
0,1865.46,1658.85,15.78,0,7.98,15.87,7.98,770.16,0
0,1837.17,1633.68,15.54,0,7.86,15.63,7.86,779.16,0
0,1766.25,1570.56,14.94,0,7.56,15.03,7.56,788.16,0
0,1738.14,1545.33,14.7,0,7.47,14.82,7.44,797.1,0
0,1751.82,1557.93,14.82,0,7.47,14.88,7.5,806.1,0
